"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"12/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"08/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"07/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"06/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","313.00","6.26"
"05/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"04/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"01/07/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"30/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"29/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","7.00","0.14"
"28/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"27/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"24/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","11,558.00","231.16"
"23/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"22/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","10,061.00","201.22"
"20/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","290.00","5.80"
"17/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","2,323.00","46.46"
"16/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","1,984.00","39.68"
"15/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","1,984.00","39.68"
"14/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","60.00","1.20"
"13/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","1,250.00","25.00"
"10/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","60.00","1.20"
"09/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","2,000.00","40.00"
"08/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","1,878.00","37.56"
"07/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"06/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","7,241.00","144.82"
"03/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","83.00","1.66"
"02/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","1.00","0.02"
"01/06/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","8,445.00","168.90"
"31/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","200.00","4.00"
"30/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"27/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"26/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","3,000.00","60.00"
"25/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"24/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"23/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","72.00","1.44"
"20/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"19/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"18/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","40.00","0.80"
"17/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"16/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"13/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","228.00","4.56"
"12/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","173.00","3.46"
"11/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"10/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","1,040.00","20.80"
"09/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"06/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","6,100.00","122.00"
"05/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"04/05/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","2,530.00","50.60"
"29/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"28/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","10,000.00","200.00"
"27/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"26/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"25/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","100.00","2.00"
"22/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","35.00","0.70"
"21/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","300.00","6.00"
"20/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"19/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"14/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"13/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"12/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"11/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","4,000.00","80.00"
"08/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","20.00","0.40"
"07/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"06/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","100.00","2.00"
"05/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","70.00","1.40"
"04/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"01/04/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","1,000.00","20.00"
"31/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","330.00","6.60"
"30/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"29/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"28/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"25/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","450.00","9.00"
"24/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"23/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"22/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"21/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"18/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","200.00","4.00"
"17/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"16/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","350.00","7.00"
"15/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","2,338.00","46.76"
"14/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"11/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","1,100.00","22.00"
"10/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"09/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","600.00","12.00"
"08/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"04/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","18,800.00","376.00"
"03/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","540.00","10.80"
"02/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"01/03/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","2,594.00","51.88"
"28/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"25/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","1,425.00","28.50"
"24/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"23/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"22/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"21/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","2,950.00","59.00"
"18/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"17/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","100.00","2.00"
"16/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"15/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"14/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"11/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"10/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"09/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"08/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"07/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"04/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"03/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"02/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"01/02/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"31/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"28/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"27/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"26/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"25/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","8,973.00","179.46"
"24/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"21/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"20/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","600.00","12.00"
"19/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"18/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"17/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","350.00","7.00"
"14/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"13/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"12/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"11/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","0.02","","170.00","3.40"
"10/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"06/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"05/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","100.00","2.00"
"04/01/2022","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"31/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"30/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"29/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"24/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"23/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"22/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"21/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"20/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"17/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"16/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","1,000.00","20.00"
"15/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","40.00","0.80"
"14/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","320.00","6.40"
"13/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","90.00","1.80"
"10/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"09/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"08/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"07/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"06/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"02/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"01/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"30/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"29/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"26/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"25/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"24/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"23/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"22/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"18/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"17/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","30.00","0.60"
"16/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","277.00","5.54"
"15/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"12/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"11/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","1,100.00","22.00"
"10/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","46,700.00","934.00"
"09/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","700.00","14.00"
"08/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"05/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"04/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"03/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"02/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"01/11/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"29/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"28/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"27/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"26/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","10,800.00","216.00"
"25/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","2,000.00","40.00"
"22/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"21/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"20/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"19/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"18/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","1,920.00","38.40"
"15/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"14/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"13/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"12/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"11/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"08/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"07/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"06/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"05/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"04/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"01/10/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"30/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"29/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"28/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"27/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"24/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"23/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"22/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"20/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"16/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"15/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"14/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"13/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"10/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"09/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"08/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"07/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"06/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"03/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"02/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"01/09/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"31/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","800.00","16.00"
"30/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"27/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"26/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"25/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"24/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"23/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","100.00","2.00"
"20/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"19/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"18/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"17/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"16/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"13/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"12/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"11/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.00","0.00"
"10/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"09/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","0.00","0.00"
"06/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","0.02","","14,589.00","291.78"
"05/08/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","0.02","0.00","0.00"
"03/08/2021","CPC","0.03","0.02","0.03","0.03","0.02","0.02","-0.01","0.02","0.03","28,304.00","566.08"
"02/08/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"30/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"29/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","1,620.00","48.60"
"28/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"27/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"26/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","2,000.00","60.00"
"23/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"22/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"21/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"19/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","","0.00","0.00"
"16/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","","0.00","0.00"
"15/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"14/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"13/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"12/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"09/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"08/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"07/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","300.00","9.00"
"06/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"05/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"02/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"01/07/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"30/06/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"29/06/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"28/06/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"25/06/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"24/06/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"23/06/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"22/06/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"21/06/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"18/06/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"17/06/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"16/06/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"15/06/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","6,400.00","192.00"
"14/06/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"11/06/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
"10/06/2021","CPC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.00","0.00"
